movieId,movie_title,predict_rating
142334,The Last Hunter (1980),5.0
152127,Lagerfeld Confidential (2007),5.0
164787,You Cast A Spell On Me (2015),5.0
182425,The 9-11 Hijackers - Inside The Hamburg Cell (2005),5.0
184195,Humpty Sharma Ki Dulhania (2014),5.0
106160,Bekas (2012),5.0
133943,Mankillers (1987),5.0
156063,"Dance With Me, Henry (1956)",5.0
169210,A Good Wife (2017),5.0
187847,Neat: The Story of Bourbon (2018),5.0
113529,"Captain Blood (Le capitan) (Invincible Swordsman, The) (1960)",5.0
124893,Witness for the Prosecution (1982),5.0
160624,Big Man - An Unusual Insurance (1988),5.0
163803,Adventures in the Sin Bin (2012),5.0
171815,Wrath of the Crows (2013),5.0
172053,Rafter Romance (1933),5.0
177325,Hepta: The Last Lecture (2016),5.0
161942,Detective Conan: The Last Wizard of the Century (1999),5.0
138146,Wicked Ways (1999),5.0
177277,Same Time Next Week (2017),5.0
183333,"O, Luckyman! (2009)",5.0
184149,VeggieTales: Beauty and the Beet (2014),5.0
169840,Mato sem Cachorro (2013),5.0
184151,VeggieTales: Celery Night Fever (2014),5.0
189365,UV (2007),5.0
113043,Loser Takes All! (Qui perd gagne !) (2003),5.0
166219,Aschenputtel (1989),5.0
175635,American Teacher (2011),5.0
179195,The Jade Badger (1982),5.0
179591,A Royal Winter (2017),5.0
186233,The Scavengers (1970),5.0
171351,Lil Rel: RELevent (2015),5.0
187873,Real Boy (2016),5.0
135232,Jailbait Babysitter (1977),5.0
171487,Virtual Nightmare (2000),5.0
136992,When He Didn't Come Home (1998),5.0
111548,Welcome to Australia (1999),5.0
170633,Big Jet (2015),5.0
185291,Lay It Down (2001),5.0
122821,The Bad Mother's Handbook (2007),5.0
129828,Lotte and the Moonstone Secret (2011),5.0
132333,Seve (2014),5.0
139185,A Girl Called Jules (1970),5.0
184147,Jekyll & Hyde - The Musical (2001),5.0
193381,National Class Category Up to 785ccm (1979),5.0
141275,Hendrix (2000),5.0
185085,The Legend of Earl Durand (1980),5.0
112990,"Pursuit of Unhappiness, The (Anleitung zum Unglücklichsein) (2012)",5.0
182875,Snakes on a Train (2006),5.0
192771,Russell Peters - Comedy Now! (2004),5.0
151619,Strangers (2007),5.0
156315,Here Come the Co-eds (1945),5.0
177903,Near Death (1989),5.0
178951,An Early Frost (1985),5.0
149786,Crazy (2000),5.0
182623,Sagara Sangamam (1983),5.0
90199,"I Am Taraneh, I Am Fifteen Years Old (Man, taraneh, panzdah sal daram) (2002)",5.0
156595,La escopeta nacional (1978),5.0
161944,The Last Brickmaker in America (2001),5.0
165821,Rodnye (Close Relations),5.0
170068,Are We Ok? (2013),5.0
88059,Bikini Summer (1991),5.0
174789,Kino-pravda no. 8 (1922),5.0
181857,The Lone Chipmunks (1954),5.0
185073,Stranger with My Face (2009),5.0
193673,Raza (1942),5.0
102744,Night at the Crossroads (La nuit du carrefour) (1932),5.0
118906,Turbulence 3: Heavy Metal (2001),5.0
160279,Dasvidaniya (2008),5.0
166900,Sondheim! The Birthday Concert (2010),5.0
179183,Dragon Lee Vs. The 5 Brothers (1978),5.0
187125,Head Above Water (1993),5.0
187821,The Marriage Certificate (2001),5.0
135735,Sehar (2005),5.0
157300,My Super Psycho Sweet 16: Part 2 (2010),5.0
177411,Padre Pio (2000),5.0
158115,The Duel (1981),5.0
193795,Forgiving the Franklins (2006),5.0
150252,The Rambler (2013),5.0
153416,Days of Nietzche in Turin (2001),5.0
168208,Карусель (1970),5.0
179777,A Noble Lie: Oklahoma City 1995 (2011),5.0
117620,Don Juan (1998),5.0
153364,Natsamrat (2016),5.0
158111,Revenge (1978),5.0
160966,You're Human Like the Rest of Them (1967),5.0
174089,Hurdy-Gurdy Hare (1950),5.0
177415,The Making of 'Terminator 2: Judgment Day' (1991),5.0
193799,Lupin the Third: Daisuke Jigen's Gravestone (2014),5.0
132900,Half the Sky: Turning Oppression Into Opportunity for Women Worldwide (2012),5.0
186917,In Search of Balance (2016),5.0
140377,About Sarah,5.0
169042,Peacock (2015),5.0
179273,Cheyenne Warrior (1994),5.0
190051,Favola (2017),5.0
134346,Samay: When Time Strikes (2003),5.0
141359,Spoiler (1998),5.0
164244,De Pernas Pro Ar 2 (2012),5.0
166275,Yelling To The Sky (2012),5.0
94972,"Best of Ernie and Bert, The (1988)",5.0
124533,Tarzan's Greatest Adventure (1959),5.0
129076,What Other Couples Do (2013),5.0
174771,Kino-pravda no. 14 (1923),5.0
112674,Bulletproof Salesman (2008),5.0
171269,Oh Dem Watermelons (1965),5.0
183433,My Life Is Hell (1991),5.0
189587,The Idiot Cycle (2009),5.0
120262,Four Wives (1939),5.0
134633,Tony 10 (2012),5.0
150766,One Track Heart: The Story of Krishna Das (2013),5.0
168476,Thank You for Your Service (2016),5.0
179635,Sechse kommen durch die ganze Welt (2014),5.0
183857,911: The Road to Tyranny (2002),5.0
179589,Windstorm 2 (2015),5.0
182345,Hands of a Murderer (1990),5.0
134387,At Ellen’s Age (2011),5.0
134757,The Last Hunt (1956),5.0
156319,Buck Privates Come Home (1947),5.0
178027,People That Are Not Me (2016),5.0
87002,Through and Through (Na wylot) (1973),5.0
113755,"Woman's Tale, A (1991)",5.0
142414,Dusty and Sweets McGee (1971),5.0
183907,American Folk (2018),5.0
185263,Deaf child (2017),5.0
152187,Ticky Tacky (2014),5.0
183571,Mystic Game (2017),5.0
187965,Sanctuary,5.0
189923,The Scythian (2018),5.0
152635,Black Sea (2009),5.0
177523,El mar la mar (2017),5.0
193443,Wall,5.0
177551,Victoria (2008),5.0
188529,Unarmed Verses (2017),5.0
192843,Earth: The Power of the Planet (2007),5.0
140369,War Arrow (1954),5.0
164542,Brotherly Love (2015),5.0
169852,Les Pépites (2016),5.0
180563,Nightmare on the 13th Floor (1990),5.0
192365,A Chinese Odyssey Part One: Pandora's Box (1995),5.0
56548,All Passion Spent (1986),5.0
116513,'Master Harold' ... And the Boys (2010),5.0
173655,The Bonus (1974),5.0
177183,The Besieged Fortress (2006),5.0
179629,Tischlein deck dich (2008),5.0
182781,Amori che non sanno stare al mondo (2017),5.0
189833,Inheritance,5.0
190015,Silva (1981),5.0
105461,Adventures of a Teenage Dragonslayer (I Was a 7th Grade Dragon Slayer) (2010),5.0
116122,Comin' Round the Mountain (1951),5.0
94339,"Good-bye, My Lady (1956)",5.0
135310,The Unfaithfuls (1953),5.0
171777,L'année sainte (1976),5.0
142138,Hitler (1962),5.0
155923,Sing (1989),5.0
169788,4.1 Miles (2016),5.0
109571,Into the Middle of Nowhere (2010),5.0
150916,Vendetta for the Saint (1979),5.0
154444,Swan Lake (1981),5.0
161802,VeggieTales: The End of Silliness? More Really Silly Songs! (1998),5.0
171223,Supervention (2013),5.0
118232,Fortune and Men's Eyes (1971),5.0
137964,Casualties (1997),5.0
168146,Divorce Invitation (2012),5.0
171775,Club of the Laid Off (1989),5.0
184559,Brigade Miscellaneous Steps In (1970),5.0
186299,Thirty Souls (2017),5.0
105846,Only Daughter (2013),5.0
171807,Caedes (2015),5.0
181063,The Final Prophecies (2010),5.0
193457,Somewhere Else Tomorrow (2013),5.0
116987,Gunfighters (1947),5.0
166812,Seeing Red: Stories of American Communists (1983),5.0
183021,The Twins of the Twin Towers (2011),5.0
185645,Stone Cold Steve Austin: The Bottom Line on the Most Popular Superstar of All Time (2011),5.0
93991,"Eye for an Eye, An (Silmä silmästä) (1999)",5.0
139074,The Marriage of Figaro (1975),5.0
143299,Marlene (1984),5.0
107730,By the People: The Election of Barack Obama (2009),5.0
144990,The Edge of Dreaming (2010),5.0
150523,Unrelated (2007),5.0
165233,Winter Days (2003),5.0
188821,Messengers (1999),5.0
109715,Inquire Within (2012),5.0
186285,Addiction Incorporated (2011),5.0
136826,The Defiant Ones (1986),5.0
150976,Old 37 (2015),5.0
158912,One Starry Christmas (2014),5.0
177705,Rogue Warrior: Robot Fighter (2017),5.0
181813,The Story of Anyburg U.S.A. (1957),5.0
109253,Argentina latente (2007),5.0
115277,Donkey Hide (Oslinaya shkura) (1982),5.0
185895,The Pill (1972),5.0
128101,Little Malcolm (1974),5.0
165761,November Rule (2015),5.0
187983,Kin (1982),5.0
99667,Excuse Me for Living (2012),5.0
107434,Diplomatic Immunity (2009– ),5.0
140463,I Spy Returns (1994),5.0
161468,Nutcracker Fantasy (1979),5.0
167708,Good Fortune (2009),5.0
122535,White Tiger (1996),5.0
177459,Judas' Kiss (1954),5.0
140431,The Biscuit Eater (1940),5.0
174409,PsyWar: The real battlefield is your mind (2010),5.0
183257,"Zaytsev, zhgi! Istoriya shoumena (2010)",5.0
191211,The Inheritance (1997),5.0
192361,Royal Hearts (2018),5.0
193671,The Picture of Dorian Gray (1973),5.0
136996,The Wrong Girl (1999),5.0
179543,The Art of Us (2017),5.0
184087,Time Piece (1965),5.0
193479,Mercury 13 (2018),5.0
178845,The Lost City of Cecil B. DeMille,5.0
193735,Rattrapage (2017),5.0
171279,Robin Williams - Off the Wall (1978),5.0
192501,"It’s All Right, It’s Ok (2017)",5.0
103408,Aftershock: Earthquake in New York (1999),5.0
121919,The Good Mother (2013),5.0
193557,Love Pret-a-porte (2017),5.0
139952,Torno a vivere da solo (2008),5.0
143571,Private Practices: The Story of a Sex Surrogate (1986),5.0
153857,Body Language (1995),5.0
163126,Terra (2015),5.0
166810,King for a Day (1983),5.0
140014,Brother's Keeper (2013),5.0
179745,Wolfguy - Enraged Lycanthrope (1975),5.0
179619,König Drosselbart (2008),5.0
100756,I aionia epistrofi tou Antoni Paraskeva (2013),5.0
109319,Gamera the Brave (2006),5.0
123445,A Killing in a Small Town (1990),5.0
154416,Shelter Island (2003),5.0
178771,Adele Hasn't Had Her Dinner Yet (1978),5.0
178803,České nebe (2008),5.0
33253,Erendira (1983),5.0
189617,Soul Food Junkies (2012),5.0
136892,Dreams with Sharp Teeth (2008),5.0
135476,Amélie au pays des Bodin's (2010),5.0
178153,Death Trance (2005),5.0
185467,VHS Revolution (2017),5.0
190873,Agni Natchathiram (1988),5.0
137020,A Sister's Secret (2009),5.0
170757,Type O Negative: After Dark (1998),5.0
131462,Thunder at the Border (1966),5.0
153184,Vergeef me,5.0
137016,A Daughter's Nightmare (2014),5.0
173497,Baxter! (1973),5.0
177707,The Parrot and the Swan (2013),5.0
193129,Edge of the Garden (2011),5.0
169346,Josh Blue: Delete (2016),5.0
193701,American Shaolin (1992),5.0
158246,Lullaby (2015),5.0
160231,The Kingdom of Diamonds (1980),5.0
179757,Пасека (2002),5.0
150667,Low & Clear (2012),5.0
139547,Placebo: Soulmates Never Die: Live in Paris 2003 (2004),5.0
141297,Out on a Limb (1987),5.0
179567,Change of Plans (2011),5.0
183357,Bidder 70 (2013),5.0
192851,Love Is All (2007),5.0
157931,La Cage (1975),5.0
165383,Assepoester: Een Modern Sprookje (2014),5.0
159464,Counting (2015),5.0
172031,Dr. Monica (1934),5.0
126034,Halloween (1931),5.0
160970,Paradigm (1969),5.0
171187,George Carlin: What Am I Doing in New Jersey? (1988),5.0
185641,O Estopim (2014),5.0
87260,Raffles (1930),5.0
155529,Make Your Own Damn Movie (2005),5.0
171821,3-D Sex and Zen: Extreme Ecstasy (2011),5.0
181405,Obey Giant (2017),5.0
185265,Mandy (1952),5.0
124174,Until They Sail (1957),5.0
167526,Panorama of Esplanade by Night (1901),5.0
173517,Nirvana (2008),5.0
180663,"Goodbye, Boys! (1964)",5.0
99450,Sun Kissed (2012),5.0
157791,.hack Liminality In the Case of Kyoko Tohno,5.0
164536,After Midnight (2014),5.0
183941,Return of the Blind Dead (1973),5.0
123537,The Great St. Trinian's Train Robbery (1966),5.0
144202,Catch That Girl (2002),5.0
159749,"Bumblefuck, USA (2011)",5.0
192693,The Most Unknown (2018),5.0
129197,Thicker than Water (2005),5.0
134433,Le nuove comiche (1994),5.0
166279,Something Like It (1981),5.0
125371,Medium Raw (2010),5.0
137044,A Killer Among Friends (1992),5.0
141064,Uomo e galantuomo (1975),5.0
179721,Belle and the Beast (2007),5.0
187321,The Pink Blueprint (1966),5.0
192089,"National Theatre Live: One Man, Two Guvnors (2011)",5.0
139817,Doors Open (2012),5.0
177921,"Gesuzza, La Sposa Garibaldina (1934)",5.0
190181,24 Frames (2017),5.0
193119,Perfect Bid: The Contestant Who Knew Too Much (2017),5.0
99243,"Parasites, Les (1999)",5.0
131777,Malibu Hot Summer (1981),5.0
133907,The Tattoo Connection (1978),5.0
157665,Flamenco at 5:15 (1983),5.0
179731,Sound of Christmas (2016),5.0
185659,Macho Madness - The Randy Savage Ultimate Collection (2009),5.0
137363,The Mother Of Invention (2010),5.0
152725,Used Parts (2007),5.0
155374,Yosemite (2016),5.0
178797,Murder in a Parlor Car Compartment (1997),5.0
114893,Sins (1986),5.0
168238,Tunneling the English Channel (1907),5.0
156307,Pardon My Sarong (1942),5.0
169502,Once Upon a Line (2016),5.0
178417,A Lustful Man (1961),5.0
181965,"Rosa la Rose, Public Girl (1986)",5.0
137026,Tainted Blood (1993),5.0
137593,Hooligan (1998),5.0
160378,Sicario (1994),5.0
191973,Tamale Road: A Memoir from El Salvador (2012),5.0
193527,The Enclosed Valley (1995),5.0
156054,The Wonderful Wizard of Oz: 50 Years of Magic (1990),5.0
159471,Evening's Civil Twilight in Empires of Tin (2008),5.0
156603,In Search of Blind Joe Death: The Saga of John Fahey (2013),5.0
161876,Sunnyside Up (1929),5.0
165787,Lonesome Dove Church (2014),5.0
137853,El camino (2008),5.0
160822,The Remarkable Mr. Pennypacker (1959),5.0
175173,Give Me Future: Major Lazer in Cuba (2017),5.0
180549,Le mystère de Fatima (2017),5.0
181551,"Point, Point, Comma... (1972)",5.0
190915,Angel (2005),5.0
183261,Sexting in Suburbia (2012),5.0
193189,Contact (1978),5.0
178415,The Ra Expeditions (1972),5.0
183013,I Can No Longer Hear the Guitar (1991),5.0
147517,Night Trap (1993),5.0
178799,Vyšetřování ztráty třídní knihy (1997),5.0
182435,The Most Wonderful Time of the Year (2008),5.0
190707,1968 (2018),5.0
114193,Hollywood and The Pentagon: A Dangerous Liaison (2003),5.0
133395,Macondo (2014),5.0
136988,The Good Mistress (2014),5.0
148781,Under the Electric Sky (2014),5.0
188503,The Diary of a Big Man (1988),5.0
86858,"Racket, The (1928)",5.0
130558,Shark Kill (1976),5.0
169324,Cameron Esposito: Marriage Material (2016),5.0
176959,The Chess Game (1994),5.0
190881,The Boss (2016),5.0
97789,Step Up Love Story (Futari ecchi) (2002),5.0
109804,God's Gun (1976),5.0
113790,"Peace, Propaganda & the Promised Land (2004)",5.0
133323,The Fruit Hunters (2012),5.0
166223,"Von einem, der auszog, das Fürchten zu lernen (2014)",5.0
179187,Bruce Lee Fights Back from the Grave (1976),5.0
182711,The World of Us (2016),5.0
93967,"Keeping the Promise (Sign of the Beaver, The) (1997)",5.0
167996,Wedding Bells (2016),5.0
177385,Therese (1986),5.0
105865,"Enemy Within, The (O ehthros mou) (2013)",5.0
129223,Tarzan's Savage Fury (1952),5.0
158308,"Burzynski, the Movie (2010)",5.0
179193,Enter the Game of Death (1978),5.0
168892,The Tom Green Subway Monkey Hour (2002),5.0
162364,The Valley of Light (2007),5.0
178709,Naledi: A Baby Elephant's Tale (2016),5.0
179559,The Memory Book (2014),5.0
181765,Forbidden Love: The Unashamed Stories of Lesbian Lives (1992),5.0
187769,Distant Sky - Nick Cave & The Bad Seeds Live in Copenhagen (2018),5.0
129352,Freeheld (2007),5.0
138696,Hands in the Air (2010),5.0
161141,Double Daddy (2015),5.0
179585,My Christmas Love (2016),5.0
152711,Who Killed Chea Vichea? (2010),5.0
179617,Dornröschen (2009),5.0
133293,Variety (1983),5.0
137771,Il cielo è sempre più blu (1997),5.0
157116,"Ich Chef, Du Turnschuh (1998)",5.0
135055,The End of a Mystery (2003),5.0
138620,Christian Finnegan: The Fun Part (2014),5.0
166229,Allerleirauh (2012),5.0
166576,Voracious (2012),5.0
187621,Manmadhudu (2002),5.0
133575,Do Detectives Think? (1927),5.0
158938,Come Dance with Me (2012),5.0
159761,Loot (1970),5.0
165775,Four Mothers (1941),5.0
167196,1. Mai (2008),5.0
133329,Radio Unnameable (2012),5.0
159217,The Identity Theft of Mitch Mustain,5.0
175213,Come What May (2015),5.0
175749,Country Crush (2017),5.0
188151,The Company of Heroes (2004),5.0
152073,Providence (2016),5.0
158344,"For Better, for Worse (1954)",5.0
185677,Shed My Skin (2016),5.0
187583,The Game Changers (2018),5.0
128667,Wiseguy (1996),5.0
130528,Henry VIII and His Six Wives (1972),5.0
150477,Blood on the Streets (1974),5.0
168644,Great Migrations (2010),5.0
171231,Ninja Bachelor Party (1991),5.0
178793,Blaník (1990),5.0
189637,A Single Life (2014),5.0
133209,Listening to You: The Who Live at the Isle of Wight (1998),5.0
153438,Fimfárum Jana Wericha (2002),5.0
134789,If You Were Young: Rage (1970),5.0
144742,Milton Glaser: To Inform & Delight (2008),5.0
152824,LOC: Kargil (2003),5.0
182523,Vaishali (1988),5.0
187129,"Good Bye, Till Tomorrow (1960)",5.0
192827,Jawani Phir Nahi Ani 2 (2018),5.0
193387,Days (1963),5.0
89912,Whity (1971),5.0
185049,Bandera Bandits (1972),5.0
95425,"Map For Saturday, A (2007)",5.0
133017,Samson and the Slave Queen (1963),5.0
187729,Ab-normal Beauty (2004),5.0
102882,Dream Demon (1988),5.0
127345,Rio Diablo (1993),5.0
134605,Men Don't Cry (1968),5.0
167464,Hitlar (1980),5.0
123415,Poster Girl (2010),5.0
159053,In Her Line of Fire (2006),5.0
176881,The Small One (1978),5.0
187609,Amore a prima vista (1999),5.0
99337,Foreign Intrigue (1956),5.0
132124,Say Nothing (2001),5.0
171205,Королёв (2007),5.0
118858,Honor Among Lovers (1931),5.0
157114,Fatty Finn (1980),5.0
180449,Snowflake (2017),5.0
98437,Bed of Roses (1933),5.0
136998,The Wrong Girl (2015),5.0
143235,Going to the Mat (2004),5.0
184047,Alien Domicile (2017),5.0
123919,Blanche Fury (1948),5.0
174193,The Charmer (1906),5.0
95517,"Barchester Chronicles, The (1982)",5.0
114895,London Conspiracy (1974),5.0
153776,Awarapan (2007),5.0
183265,Park of the Soviet Period (2006),5.0
158779,Platinum the Dance Movie (2014),5.0
165745,A Holiday Heist (2011),5.0
124444,Invitation (1952),5.0
166884,Fish out of Water (2009),5.0
37949,Kwik Stop (2001),5.0
162390,Love Begins (2011),5.0
183953,Dead Sushi (2012),5.0
186087,Love Battles (2013),5.0
137050,The Rival (2006),5.0
138662,Taken in Broad Daylight (2009),5.0
171645,Devo: The Complete Truth About De-Evolution (1993),5.0
193529,Traces of Smoke (1992),5.0
146970,The Passionate Thief (1960),5.0
147839,"Bi, Don't Be Afraid (2010)",5.0
161040,The House of Light (1969),5.0
182657,Pale (2016),5.0
88448,Paper Birds (Pájaros de papel) (2010),5.0
130544,The Hunt for the Unicorn Killer (1999),5.0
183275,Jacked$ (2004),5.0
171643,Jimi Plays Berkeley (2012),5.0
173721,Manoman (2015),5.0
184143,Roxy Hunter and the Myth of the Mermaid (2008),5.0
193481,Rangasthalam (2018),5.0
161470,The Far Pavilions (1984),5.0
165121,Faintheart (2008),5.0
166293,Banana Paradise (1989),5.0
169022,Classmates (2016),5.0
112780,Panic (2001),5.0
155709,Bad Spelling (2004),5.0
116809,Curse of the Fly (1965),5.0
137038,The Perfect Wife (2001),5.0
165319,Gourmet Detective: A Healthy Place to Die (2015),5.0
172249,Nearing Grace (2005),5.0
179189,"Dragon Bruce Lee, Part II (1981)",5.0
193727,Still Burning (2016),5.0
157314,줄탁동시 (2012),5.0
179485,Ram Dass: Fierce Grace (2001),5.0
142679,Fire in Babylon (2011),5.0
145620,Samson and the Seven Miracles of the World (1961),5.0
179759,The Lost Letter (1972),5.0
193759,Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe (2017),5.0
129036,People of the Wind (1976),5.0
137052,A Job to Kill For (2006),5.0
169818,FB: Fighting Beat (2007),5.0
109779,Choppertown: The Sinners (2005),5.0
172055,Ramona (1936),5.0
181609,Linnan juhlat (2017),5.0
92783,Latin Music USA (2009),5.0
149804,Goth (2008),5.0
178151,Bedwin Hacker (2003),5.0
182025,Donald Duck and the Gorilla (1944),5.0
72906,Not Reconciled (Nicht versöhnt oder Es hilft nur Gewalt wo Gewalt herrscht) (1965),5.0
151569,The Old Fairy Tale: When the Sun Was God (2003),5.0
164620,Zig Zag Story (1983),5.0
177719,Dana Gould: I Know It's Wrong (2013),5.0
144192,¡Cuba Sí! (1961),5.0
182619,Sankarabharanam (1979),5.0
124601,I'm Losing You (1998),5.0
144918,Pope John Paul II (2005),5.0
179503,Thillu Mullu (1981),5.0
182915,In Defense of Food (2015),5.0
193501,FIT (2010),5.0
122325,The Key (1983),5.0
175203,Despite the Night (2015),5.0
149378,"Murder, She Baked: A Plum Pudding Murder Mystery (2015)",5.0
163885,Tammy Tell Me True (1961),5.0
183647,11 September Vragen (2016),5.0
193417,The Laws of Thermodynamics (2018),5.0
106113,Such Hawks Such Hounds (2008),5.0
181521,Manchester: 100 Days After The Attack (2017),5.0
141466,Oscenità (1980),5.0
164153,Born Equal (2006),5.0
167458,Vehshi Jatt (1975),5.0
101204,"Hucksters, The (1947)",5.0
128219,Return to Macon County (1975),5.0
135350,Toto vs the Four (1963),5.0
137024,The Perfect Nanny (2000),5.0
175503,Radio Bikini (1988),5.0
189639,Khushi (2001),5.0
133643,The Stone Roses: Made of Stone (2013),5.0
136878,Paradh (2010),5.0
143717,Meet Market (2008),5.0
192261,Don't Laugh at My Romance (2008),5.0
movieId,movie_title,predict_rating
133203,Doug Stanhope: Oslo - Burning the Bridge to Nowhere (2011),4.875
152043,Leader (2010),4.875
movieId,movie_title,predict_rating
158611,The Weight of Chains (2010),4.833333333333333
146136,Masoom (1983),4.833333333333333
185669,CM Punk: Best in the World (2012),4.833333333333333
142871,O Pátio das Cantigas (1942),4.833333333333333
149692,Whistle and I'll Come to You (1968),4.833333333333333
183913,The Firm (1989),4.833333333333333
169092,The Story of the Voyages (1983),4.833333333333333
72866,Sandra of a Thousand Delights (Vaghe stelle dell'Orsa...) (1965),4.833333333333333
119318,Listen Darling (1938),4.75
149514,A Christmas Kiss II (2014),4.75
138024,"Michael Jackson: Dangerous Tour (Bucharest, 1992) (1992)",4.75
144176,Hacker's game (2015),4.75
168038,Advance & Retreat (2016),4.75
134937,Throw Down Your Heart (2009),4.75
184299,Freedom on My Mind (1994),4.75
167982,I'm Not Ashamed (2016),4.75
184557,Brigade Miscellaneous in the Mountains and at the Sea (1971),4.75
151953,Blood (1990),4.75
158304,Sorry if I Want to Marry You (2010),4.75
171211,Shake! Otis at Monterey (1987),4.75
166267,Finnish Blood Swedish Heart (2012),4.75
180235,Panchathantiram (2002),4.75
175841,Le Guignolo (1980),4.75
179607,A Moving Romance (2017),4.75
141149,The Angrez (2006),4.75
106115,"Story of Science, The (2010)",4.75
173265,Best Worst Thing That Ever Could Have Happened... (2016),4.75
153873,"My God, My God, Why Hast Thou Forsaken Me? (2005)",4.75
166753,Rainbow Time (2016),4.75
164895,You Are Umasou (2010),4.75
189925,Birth As We Know It (2006),4.75
139104,9.79* (2012),4.75
79866,Schmatta: Rags to Riches to Rags (2009),4.75
164837,A Heartland Christmas (2010),4.75
98251,Kabei: Our Mother (Kâbê) (2008),4.75
134661,The Cry of the Owl (1987),4.75
140088,Remembrance (2011),4.75
162382,Love's Unending Legacy (2007),4.75
177365,Do Not Shoot at White Swans (1980),4.75
174737,Don Camillo in Moscow (1965),4.75
80818,Remarkable Power (2008),4.75
162860,Horses of God (2013),4.75
164723,Murder She Baked: A Deadly Recipe (2016),4.75
179541,An Uncommon Grace (2017),4.75
129530,Slingshot Hip Hop (2008),4.75
90464,"Frozen North, The (2006)",4.75
86173,"White Hell of Pitz Palu, The (Die weiße Hölle vom Piz Palü) (1929)",4.666666666666667
40404,Al otro lado (2004),4.666666666666667
136433,Bill Maher: I'm Swiss (2005),4.666666666666667
126397,The Encounter (2010),4.666666666666667
160315,AC/DC- Let There Be Rock (1980),4.666666666666667
177503,Amelia 2.0 (2017),4.666666666666667
3226,Hellhounds on My Trail (1999),4.666666666666667
149398,On the Twelfth Day of Christmas (2015),4.666666666666667
165391,Trading Christmas (2011),4.666666666666667
104119,"Forsyte Saga, The (1967)",4.666666666666667
164703,Justice: A Cross The Universe (2008),4.666666666666667
181803,In the Bag (1956),4.666666666666667
175877,The Wedding (2004),4.666666666666667
179761,Treasure Island (1988),4.642857142857143
122045,The Time of Their Lives (1946),4.625
153907,Khaleja (2010),4.625
158029,Prora (2012),4.625
118790,Holy Flying Circus (2011),4.625
91007,I Want to Be a Soldier (2011),4.625
158290,Kaakha Kaakha (2003),4.6
153160,Die Totale Therapie (1996),4.5
176131,Yuri's Day (2008),4.5
187253,Birth of a Notion (1947),4.5
132902,Girl Rising (2013),4.5
