movieId,movie_title,predict_rating
52319,Inglorious Bastards (Quel maledetto treno blindato) (1978),4.5
183959,Tom Segura: Disgraceful (2018),4.5
33310,"Common Thread, A (a.k.a. Sequins) (Brodeuses) (2004)",4.5
166568,Miss Sloane (2016),4.5
62439,My Best Friend's Girl (2008),4.5
85354,Mesrine: Public Enemy #1 (L'ennemi public n°1) (2008),4.5
27882,Riding Giants (2004),4.5
77688,Three Men and a Cradle (3 hommes et un couffin) (1985),4.5
60943,Frozen River (2008),4.5
140162,Love (2015),4.5
140481,"Family Guy Presents: Something, Something, Something, Dark Side (2009)",4.5
948,Giant (1956),4.5
131023,That Sugar Film (2014),4.5
326,To Live (Huozhe) (1994),4.5
4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)",4.5
26171,Play Time (a.k.a. Playtime) (1967),4.5
58291,College Road Trip (2008),4.5
71131,"Most Hated Family in America, The (2007)",4.5
104457,You're Next (2011),4.5
55391,10th & Wolf (2006),4.5
3959,"Time Machine, The (1960)",4.5
119153,Bill Burr: You People Are All the Same (2012),4.5
1066,Shall We Dance (1937),4.5
5603,"Lavender Hill Mob, The (1951)",4.5
33893,"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime) (2004)",4.5
53883,"Power of Nightmares, The: The Rise of the Politics of Fear (2004)",4.5
96811,End of Watch (2012),4.5
4334,Yi Yi (2000),4.5
7382,I'm Not Scared (Io non ho paura) (2003),4.5
27744,"Facing Windows (Finestra di fronte, La) (2003)",4.5
30803,3-Iron (Bin-jip) (2004),4.5
95761,Killer Joe (2011),4.5
2357,Central Station (Central do Brasil) (1998),4.5
2677,Buena Vista Social Club (1999),4.5
26003,Night and Fog (Nuit et brouillard) (1955),4.5
59018,"Visitor, The (2007)",4.5
92643,Monsieur Lazhar (2011),4.5
167634,Fist Fight (2017),4.5
65225,Zeitgeist: Addendum (2008),4.5
76173,Micmacs (Micmacs à tire-larigot) (2009),4.5
144478,"Sex, Drugs & Taxation (2013)",4.5
82041,"Loved Ones, The (2009)",4.5
124273,Kevin Smith: Too Fat For 40 (2010),4.5
89582,Cold Fish (Tsumetai nettaigyo) (2010),4.5
55241,Mr. Woodcock (2007),4.5
100159,Sightseers (2012),4.5
83803,Day & Night (2010),4.5
50842,"Boss of It All, The (Direktøren for det hele) (2006)",4.5
71302,Attack of the 50 Foot Woman (1958),4.5
132496,Danny Collins (2015),4.5
43376,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005),4.5
166024,Whiplash (2013),4.5
94503,"Decoy Bride, The (2011)",4.5
159817,Planet Earth (2006),4.5
6163,He Loves Me... He Loves Me Not (À la folie... pas du tout) (2002),4.5
3592,"Time Masters (Maîtres du temps, Les) (1982)",4.5
3855,"Affair of Love, An (Liaison pornographique, Une) (1999)",4.5
120813,Patton Oswalt: My Weakness Is Strong (2009),4.5
134184,Elections Day (2007),4.5
106594,Red Flag (2012),4.5
110350,Free to Play (2014),4.5
7743,Explorers (1985),4.5
71304,Thirst (Bakjwi) (2009),4.5
26150,Andrei Rublev (Andrey Rublyov) (1969),4.5
121469,Killer Movie (2008),4.5
41724,Wal-Mart: The High Cost of Low Price (2005),4.5
1893,Beyond Silence (Jenseits der Stille) (1996),4.5
25825,Fury (1936),4.5
26603,Prince of Darkness (1987),4.5
142196,Cornered! (2009),4.5
5849,I'm Starting From Three (Ricomincio da Tre) (1981),4.5
6545,I Capture the Castle (2003),4.5
8795,Musa the Warrior (Musa) (2001),4.5
31437,Nobody Knows (Dare mo shiranai) (2004),4.5
100194,Jim Jefferies: Fully Functional (EPIX) (2012),4.5
160848,The Red Turtle (2016),4.5
7060,Jesus Christ Superstar (1973),4.5
181413,Too Funny to Fail: The Life and Death of The Dana Carvey Show (2017),4.5
71108,"White Ribbon, The (Das weiße Band) (2009)",4.5
5498,Red Beard (Akahige) (1965),4.5
173235,Tokyo Idols (2017),4.5
5181,Hangar 18 (1980),4.5
81819,Biutiful (2010),4.5
91947,"Revenant, The (2009)",4.5
4792,13 Ghosts (1960),4.5
121374,Bill Burr: Why Do I Do This? (2008),4.5
550,Threesome (1994),4.5
1337,"Body Snatcher, The (1945)",4.5
2943,Indochine (1992),4.5
8268,Point of No Return (1993),4.5
3302,Beautiful People (1999),4.5
71999,Aelita: The Queen of Mars (Aelita) (1924),4.5
160527,Sympathy for the Underdog (1971),4.5
3569,"Idiots, The (Idioterne) (1998)",4.5
89759,"Separation, A (Jodaeiye Nader az Simin) (2011)",4.5
95633,Spirit Camp (2009),4.5
3384,"Taking of Pelham One Two Three, The (1974)",4.5
76301,"Emperor's New Groove 2: Kronk's New Groove, The (2005)",4.5
127116,Experimenter (2015),4.5
6753,Secondhand Lions (2003),4.5
113275,The Hundred-Foot Journey (2014),4.5
2491,Simply Irresistible (1999),4.5
6270,Akira Kurosawa's Dreams (Dreams) (1990),4.5
118530,Fans (1999),4.5
173535,The Adventures of Sherlock Holmes and Doctor Watson: The Hunt for the Tiger (1980),4.5
6791,Babette's Feast (Babettes gæstebud) (1987),4.5
96373,Broken (2012),4.5
99437,John Dies at the End (2012),4.5
334,Vanya on 42nd Street (1994),4.5
4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",4.5
26524,"Times of Harvey Milk, The (1984)",4.5
680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",4.5
134252,That Munchhausen (1979),4.5
188189,Sorry to Bother You (2018),4.5
304,Roommates (1995),4.5
141830,Unbelievable Adventures of Italians in Russia (1974),4.5
188,"Prophecy, The (1995)",4.5
26359,1900 (Novecento) (1976),4.5
63276,Crows Zero (Kurôzu zero) (2007),4.5
131104,The Brain (1969),4.5
108981,Nymphomaniac: Volume II (2013),4.5
140816,Tangerine (2015),4.5
163985,ARQ (2016),4.5
171867,Rough Night (2017),4.5
26471,Eddie Murphy Delirious (1983),4.5
121372,Bill Burr: Let It Go (2010),4.5
98604,From Up on Poppy Hill (Kokuriko-zaka kara) (2011),4.5
112940,A Most Wanted Man (2014),4.5
100882,Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei) (2013),4.5
158966,Captain Fantastic (2016),4.5
93443,Goon (2011),4.5
144734,Freaks of Nature (2015),4.5
70565,"Goods: Live Hard, Sell Hard, The (2009)",4.5
126090,Hedgehog in the Fog (1975),4.5
164917,13th (2016),4.5
506,Orlando (1992),4.5
84246,It Happened on Fifth Avenue (1947),4.5
92243,"Flowers of War, The (Jin líng shí san chai) (2011)",4.5
111146,Alpha and Omega 3: The Great Wolf Games (2014),4.5
6530,"Tenant, The (Locataire, Le) (1976)",4.5
82366,Hatchet II (2010),4.5
1571,When the Cat's Away (Chacun cherche son chat) (1996),4.5
1652,Year of the Horse (1997),4.5
46572,Edmond (2005),4.5
2557,I Stand Alone (Seul contre tous) (1998),4.5
26059,When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki) (1960),4.5
942,Laura (1944),4.5
109971,Ocho apellidos vascos (2014),4.5
4850,Spriggan (Supurigan) (1998),4.5
39516,Don't Move (Non ti muovere) (2004),4.5
128089,Kevin Hart: I'm a Grown Little Man (2009),4.5
149830,Pride and Prejudice and Zombies (2016),4.5
74727,Gentlemen of Fortune (Dzhentlmeny udachi) (1972),4.5
26265,Dr. Phibes Rises Again (1972),4.5
1392,Citizen Ruth (1996),4.5
26082,Harakiri (Seppuku) (1962),4.5
48649,Chapayev (1934),4.5
81087,Luck by Chance (2009),4.5
102338,Shaolin Temple (Shao Lin si) (1976),4.5
173317,Shadow World (2016),4.5
25805,"Atalante, L' (1934)",4.5
5073,"Son's Room, The (Stanza del figlio, La) (2001)",4.5
670,"World of Apu, The (Apur Sansar) (1959)",4.5
130087,The Cobbler (2015),4.5
44929,Candy (2006),4.5
4373,Pootie Tang (2001),4.5
3470,Dersu Uzala (1975),4.5
27619,"Lion King 1½, The (2004)",4.5
60408,Welcome to the Sticks (Bienvenue chez les Ch'tis) (2008),4.5
103483,V/H/S/2 (2013),4.5
128900,The Natural Love (1996),4.5
